1924;1 (La Défense/Château de Vincennes);metro
1924;9 (Mairie de Montreuil/Pont de Sèvres);metro
1925;8 (Pointe du Lac/Balard);metro
1927;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Châtillon - Montrouge);metro
1928;3 (Pont de Levallois - Bécon/Gallieni (Parc de Bagnolet));metro
1929;3B (Gambetta/Porte des Lilas);metro
1929;3 (Pont de Levallois - Bécon/Gallieni (Parc de Bagnolet));metro
1930;3 (Pont de Levallois - Bécon/Gallieni (Parc de Bagnolet));metro
1931;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Châtillon - Montrouge);metro
1933;5 (Place d'Italie/Bobigny - Pablo Picasso);metro
1936;7B (Louis Blanc/Pré-Saint-Gervais);metro
1937;9 (Mairie de Montreuil/Pont de Sèvres);metro
1938;1 (La Défense/Château de Vincennes);metro
1939;7 (Villejuif - Louis Aragon / Mairie d'Ivry/La Courneuve - 8 mai 1945);metro
1940;6 (Charles de Gaulle - Etoile/Nation);metro
1941;5 (Place d'Italie/Bobigny - Pablo Picasso);metro
1942;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);metro
1944;7 (Villejuif - Louis Aragon / Mairie d'Ivry/La Courneuve - 8 mai 1945);metro
1949;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Châtillon - Montrouge);metro
1949;1 (La Défense/Château de Vincennes);metro
1950;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);metro
1951;8 (Pointe du Lac/Balard);metro
1952;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);metro
1953;1 (La Défense/Château de Vincennes);metro
1953;2 (Porte Dauphine (Maréchal de Lattre de Ta/Nation);metro
1953;6 (Charles de Gaulle - Etoile/Nation);metro
1955;9 (Mairie de Montreuil/Pont de Sèvres);metro
1957;7 (Villejuif - Louis Aragon / Mairie d'Ivry/La Courneuve - 8 mai 1945);metro
1957;9 (Mairie de Montreuil/Pont de Sèvres);metro
1958;8 (Pointe du Lac/Balard);metro
1959;6 (Charles de Gaulle - Etoile/Nation);metro
1960;4 (Mairie de Montrouge/Porte de Clignancourt);metro
1961;4 (Mairie de Montrouge/Porte de Clignancourt);metro
1962;1 (La Défense/Château de Vincennes);metro
1963;7 (Villejuif - Louis Aragon / Mairie d'Ivry/La Courneuve - 8 mai 1945);metro
1964;11 (Châtelet/Mairie des Lilas);metro
1964;14 (Olympiades/Saint-Lazare);metro
1964;1 (La Défense/Château de Vincennes);metro
1964;4 (Mairie de Montrouge/Porte de Clignancourt);metro
1964;7 (Villejuif - Louis Aragon / Mairie d'Ivry/La Courneuve - 8 mai 1945);metro
1968;13 (Saint-Denis - Universite / Les Courtilles (Asnieres - Gennevilliers)/Châtillon - Montrouge);metro
1969;4 (Mairie de Montrouge/Porte de Clignancourt);metro
1972;2 (Porte Dauphine (Maréchal de Lattre de Ta/Nation);metro
1973;8 (Pointe du Lac/Balard);metro
1975;12 (Front Populaire/Mairie d'Issy);metro
1978;2 (Porte Dauphine (Maréchal de Lattre de Ta/Nation);metro
1980;9 (Mairie de Montreuil/Pont de Sèvres);metro
1981;4 (Mairie de Montrouge/Porte de Clignancourt);metro
1982;3 (Pont de Levallois - Bécon/Gallieni (Parc de Bagnolet));metro
1984;2 (Porte Dauphine (Maréchal de Lattre de Ta/Nation);metro
1986;1 (La Défense/Château de Vincennes);metro
1988;11 (Châtelet/Mairie des Lilas);metro
1988;3 (Pont de Levallois - Bécon/Gallieni (Parc de Bagnolet));metro
1989;12 (Front Populaire/Mairie d'Issy);metro
1992;7 (Villejuif - Louis Aragon / Mairie d'Ivry/La Courneuve - 8 mai 1945);metro
1994;10 (Gare d'Austerlitz/Boulogne - Pont de Saint Cloud);metro
1995;2 (Porte Dauphine (Maréchal de Lattre de Ta/Nation);metro
1997;8 (Pointe du Lac/Balard);metro
1999;2 (Porte Dauphine (Maréchal de Lattre de Ta/Nation);metro
1999;4 (Mairie de Montrouge/Porte de Clignancourt);metro
2000;1 (La Défense/Château de Vincennes);metro
2000;5 (Place d'Italie/Bobigny - Pablo Picasso);metro
2000;8 (Pointe du Lac/Balard);metro
2003;6 (Charles de Gaulle - Etoile/Nation);metro
2004;11 (Châtelet/Mairie des Lilas);metro
2004;2 (Porte Dauphine (Maréchal de Lattre de Ta/Nation);metro
2005;14 (Olympiades/Saint-Lazare);metro
2005;6 (Charles de Gaulle - Etoile/Nation);metro
2006;9 (Mairie de Montreuil/Pont de Sèvres);metro
2007;6 (Charles de Gaulle - Etoile/Nation);metro
2009;2 (Porte Dauphine (Maréchal de Lattre de Ta/Nation);metro
