stop_id,stop_code,stop_name                    ,stop_desc,stop_lat          ,stop_lon          ,location_type,parent_station
4024600,,COLMAR,,0.8531827395900300,0.0379796367875171,0,10960
4024601,,BAUDIN,,0.8531562847097120,0.0380201508727486,0,10959
4024544,,GARE DU MONT VALERIEN - HOPITAL FOCH,,0.8529399096591939,0.0387826523801987,0,465126
4024549,,MONT VALERIEN,,0.8529851807621163,0.0387197755019512,0,12203
4024602,,BROSSOLETTE,,0.8531054462552872,0.0381280395358505,0,172177
4024603,,LE GUE,,0.8530667422129357,0.0381597823332168,0,10957
4024547,,JACQUES DECOUR,,0.8529762935028256,0.0387744868267250,0,13762
4024604,,LIENARD,,0.8530573808140565,0.0381997613641499,0,172176
4024605,,DANTON-GAMBETTA,,0.8530493327858517,0.0382884861236289,0,172175
4024548,,MONT VALERIEN,,0.8529875310601787,0.0387171544313410,0,12203
4024542,,MAIRIE DE SURESNES,,0.8529239601974679,0.0388354734184065,0,12585
4024541,,SURESNES DE GAULLE,,0.8528914798662393,0.0388248442449250,0,311491
4024540,,SURESNES DE GAULLE,,0.8528750284631874,0.0388450896261479,0,311491
4024581,,DANTON-GAMBETTA,,0.8530493327858517,0.0382884861236289,0,172175
4024582,,LIENARD,,0.8530587937379579,0.0382007085504985,0,172176
4024580,,DANTON-GAMBETTA,,0.8530521373082864,0.0382727831082199,0,172175
4024585,,LE GUE,,0.8530667422129357,0.0381597823332168,0,10957
4024586,,BROSSOLETTE,,0.8531062396798417,0.0381351718343358,0,172177
4024583,,LIENARD,,0.8530573808140565,0.0381997613641499,0,172176
